Name,Cost_for_2,Address,About,Type,Facilities,Contact,Cuisine,Latitude,Longitude,Stars,Vote_Count,Review_Count
#nofilter,600,"F-102, Ground Floor Ramesh Nagar Near Khetarpal Hospital West Delhi 110015",No_About,"Dineout Pay, Casual Dining, Curfew",No_Facilities,011-40394800,"['North', 'Indian,', 'Fast', 'Food,', 'Chinese']",28.65263,77.13073,3,2,0
Hong Kong Express,1000,"A-5, Ground Floor, Vishal Enclave Rajouri Garden Near Cult Fit Fitness Gym West Delhi 110027","Dhaba, as the name suggests is a theme based restaurant that takes you to the most popular Indian culture of highway food joints. From rusty colours, woven chairs to wall decorations, this place spectacularly captures the highway culture. The North Indian and Chinese cuisines take you to a different world of flavors and aroma and make it a must visit place for all the foodies. The nearest landmark of Dhaba is Rajouri Garden Metro Station. Read less","Casual Dining, Delhi Operational","['Smoking Area', 'Air Conditioned', 'Valet Available', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Take Away', 'Cards Accepted', 'Private Dining Available', 'Screening', 'Wallet Accepted']",011-25420303,"['North', 'Indian,', 'Chinese']",28.6479,77.1191,4.1,259,39
Beliram Degchiwala,800,R-21 Greater Kailash - 1 Near Capitol Hill Hotels & Resort South Delhi 110048,No_About,Cafe,No_Facilities,011-43215111,"['Continental,', 'Health', 'Food']",28.548084,77.23938,4,1,0
The Chargrill House,1500,"D Mall, 126 - 127, 1st Floor Netaji Subhash Place Near Max Hospital North Delhi 110034","Cafe Desire is a Casual Dining restaurant offering a nice and elegant ambience along with an exclusive menu which serves a variety of delicious North Indian and Chinese delicacies along with a range of mouth-watering finger food items. The premium menu is in line with the tastes and preferences of the diners and caters to people of all age groups. The eclectic bar menu offers an array of drinks, cocktails, and other spirits to choose from. The additional feature is the Live Music performances hosted there which makes everyone groove and move. Cafe Desire is Located in D Mall, Netaji Subhash Place. Read less","Cafe, Dineout Pay","['Smoking Area', 'Air Conditioned', 'DJ', 'Lift', 'Serves Alcohol', 'Parking', 'Take Away', 'Cards Accepted', 'Dance Floor', 'Screening', 'Wallet Accepted']",08448332585,"['North', 'Indian,', 'Italian,', 'Chinese,', 'Fast', 'Food,', 'Pizza,', 'Burger']",28.692785,77.15266,3.7,46,8
Chaayos,1400,"A-6, 1st Floor, Vishal Enclave, Najafgarh Road Rajouri Garden Near Cult Fit Fitness Gym West Delhi 110027","Mealodrama Modern Bistro is located at Rajouri Garden and is a place where you will get variety of drinks and a lively and awesome ambience. This place is an instant hit amongst youngsters and amongst people who wants to experience nightlife. Mealodrama Modern Bistro has a budget-friendly menu and serves mostly Indian and Chinese cuisine. For all music lovers and for people who like to groove and move, there is no better place than Mealodrama Modern Bistro. Read less","Dineout Pay, Casual Dining, Nightlife, Bar, Safe To Eat Out, Delhi Operational, Hottest in Town","['Smoking Area', 'Air Conditioned', 'DJ', 'Lift', 'Valet Available', 'Serves Alcohol', 'Parking', 'Live Performance', 'Cards Accepted', 'Full Bar Available', 'Dance Floor', 'Screening', 'Wallet Accepted']",09599004155,"['Multi-Cuisine,', 'North', 'Indian,', 'Italian,', 'Chinese,', 'Continental']",28.647823,77.119298,3.9,399,48
Dhaba 7teen,1500,"Plot No 1, 1st Floor, North West Avenue Punjabi Bagh Near Anytime Fitness Gym West Delhi 110026",No_About,"Dineout Pay, Casual Dining, Curfew","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Screening', 'Wallet Accepted']",09891368877,"['North', 'Indian,', 'Chinese,', 'Mughlai']",28.663954,77.126764,4.8,5,1
Dhaba - A Punjabi Theme,1500,"C-7, Commercial Complex SDA Near ICICI Bank South Delhi 110016","Fat Lulu's is a specialty eatery located in Safdarganj that serves Italian cuisine and to be more specific types of Pizzas that instantly enhance your taste buds. The casual ambiance acts as an added factor that not only makes you cheerful but also makes it an ideal destination for get together with friends and family. This is for the crowd who looks for different flavors of pizzas and the place promises to give you exactly that, served on a platter. The nearest landmark of Fat Lulu's is a branch of ICICI Bank. Read less","Casual Dining, Curfew",No_Facilities,08826011900,"['Italian,', 'Pizza,', 'Fast', 'Food']",28.546693,77.197038,4.5,146,7
The Lo-cal Kitchen,600,"47, Ground Floor, North Avenue Club Road Punjabi Bagh Near Modern Bazaar West Delhi 110026","Pita Pit is a chain of quick-service restaurants serving pita sandwiches. They offer an affordable Mediterranean menu serving fresh and healthy salads and sandwiches. Pita Pit has its outlets in Delhi, Noida, and Gurgaon. This place is perfect for having some delicious healthy food that is freshly prepared. This outlet is located in Punjabi Bagh, West Delhi. Read less","Dineout Pay, QSR, Curfew","['Air Conditioned', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",011-40395026,"['Health', 'Food']",28.66629,77.127426,4.6,52,3
Cafe Desire,900,"Shop 7, DDA Market Munirka Near Capital Court South Delhi 110067","NEC is a combination dine-out, takeaway, and home delivery outlet offering cuisines such as North Indian and fast food. The menu includes a variety of delicious momos, noodles, pasta, soups, salads, and North Indian main course. Additionally, they also offer a few continental and Assamese cuisines. Set on the rooftop location, the ambiance it gives while having delicious meals works as a cherry on the top. Its wooden furnishing provides one of a kind vibe to visitors. The food offered here is also of top-class quality made of fresh ingredients and presented attractively. So, you have an option to try something new as well. Don't forget to order a tasty smoothie along with your order. All the items on their menu are pocket friendly. NEC is situated at Munirka South Delhi. Read less","Cafe, Dineout Pay, Curfew","['Air Conditioned', 'Home Delivery', 'Parking', 'Take Away', 'Outdoor Seating', 'Roof Top', 'Wallet Accepted']",09560360469,"['North', 'Indian,', 'Fast', 'Food']",28.555181,77.17589,4,12,5
Mealodrama Modern Bistro,2000,"DLF Mall of India, 3rd Floor Sector 18 Near Gurudwara Sahib Noida 201301",No_About,"Lounge, Dineout Pay, Nightlife, Bar, Safe To Eat Out, Delhi Operational","['Smoking Area', 'Air Conditioned', 'DJ', 'Wifi', 'Valet Available', 'Parking', 'Live Performance', 'Cards Accepted', 'Full Bar Available', 'Wallet Accepted']",07838043452,"['North', 'Indian,', 'Continental,', 'American']",28.566824,77.320843,4.4,257,28
Moti Mahal Delux,800,"Defence Colony Flyover Market, Ground Floor, 39 Defence Colony Opposite Oriental Bank Of Commerce South Delhi 110024",Saleem's is a specialty-dining restaurant located in Defence Colony. It is a place where you get to relish every bite of North Indian and Mughlai cuisines and that too at a price that is light in your pocket. The pleasant ambiance paired up with a cordial staff is worth your time. Saleem's is a perfect place for people who want to go for a fulsome meal. It stands opposite to Oriental Bank Of Commerce Branch. Read less,"Dineout Pay, QSR, Delhi Operational","['Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",09891960786,"['Mughlai,', 'North', 'Indian']",28.577605,77.238251,,0,0
Fat Lulu's,2000,"Pacific Mall, 2nd Floor Tagore Garden Near Subhash Nagar Metro Station West Delhi 110018",No_About,"Dineout Pay, Casual Dining, Safe To Eat Out","['Air Conditioned', 'Lift', 'Valet Available', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Take Away', 'Differently Abled Friendly', 'Cards Accepted', 'Full Bar Available', 'Wallet Accepted']",09355771947,"['North', 'Indian,', 'Seafood,', 'Mughlai,', 'Desserts,', 'Biryani']",28.642112,77.106521,4.1,55,18
Pita Pit,1200,"Champa Gali, 258, Lane 3, Westend Marg Saket Near Saket Metro Station South Delhi 110030","Social Street Cafe is a quick service cafe with a cool and composing ambience. The menu includes Fast Food dishes that you can relish. It’s the perfect place to savour good food and have a good time. The staff at Social Street Cafe is cordial and polite which adds to the overall experience. It situated at Said Ul Ajaib, South Delhi. Read less","Cafe, Dineout Pay, QSR, Future Vouchers, Delhi Operational, Hottest in Town","['Air Conditioned', 'Wifi', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",08700608489,"['Italian,', 'Chinese,', 'Fast', 'Food']",28.517479,77.200071,4.2,384,56
NEC,400,"2/81, Ground Floor, Club Road Punjabi Bagh Near Punjabi Bagh Club West Delhi 110026","Giani's is one of the most popular ice cream chains in the country. The place offers a range of flavorful ice creams and other cold products and thick shakes. The products served here are made from natural ingredients with no synthetic flavors or essences. Giani's is the perfect place for people of all age-groups to have delicious ice creams of various flavors and spend some quality time with their families, friends, and loved ones. The ice-cream chain has various outlets spread throughout the country and this one is located in Golf Course Road, Gurgaon. Read less","Pure Veg, Dineout Pay, QSR, Delhi Operational","['Air Conditioned', 'Home Delivery', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",09311002171,"['Desserts,', 'Ice', 'Cream,', 'Shakes']",28.666137,77.126728,5,2,0
Social,2000,"Pacific Mall, SH/2F/06, 2nd Floor, Najafgarh Road Tagore Garden Near Subash Nagar Metro Station West Delhi 110018",No_About,"Cafe, Dineout Pay, Delhi Operational","['Air Conditioned', 'Lift', 'Valet Available', 'Home Delivery', 'Parking', 'Take Away', 'Differently Abled Friendly', 'Cards Accepted', 'Alcohol Free Bar', 'Screening', 'Wallet Accepted']",09266668382,"['North', 'Indian,', 'Seafood,', 'Street', 'Food']",28.642094,77.10635,4.6,17,2
Saleem's,2000,"Pacific Mall, 2nd Floor, Sahibabad Industrial Area Site 4 Sahibabad Near Kaushambi Metro Station Ghaziabad 201010",The Yellow Chilli is a specialty restaurant that serves authentic North Indian cuisine which is known for its spicy indulgence and the rich aroma. The various ingredients and a thick gravy preparation instantly give a soul-satisfying taste to the diners. The decor of the casual-dining restaurant shows a glimpse of the rich culture of the country. The affordable menu has been designed with utmost care to make sure that the flavor and spirit of the traditional Indian cooking come in every dish they serve and also features an extensive bar menu. The Yellow Chilli is located in Sahibabad and the nearest landmark is Kaushambi Metro Station. Read less,"Happy Hours, Dineout Pay, Casual Dining, Safe To Eat Out, Delhi Operational","['Air Conditioned', 'Lift', 'Wifi', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Amex Accepted', 'Full Bar Available', 'Wallet Accepted']",09910934269,"['North', 'Indian,', 'Mughlai']",28.646526,77.319865,4.1,356,77
Daryaganj,600,"G-27/1, Rajouri Garden Market, Back Lane Rajouri Garden Near State Bank of India West Delhi 110027",No_About,"Dineout Pay, QSR",No_Facilities,09810058948,"['North', 'Indian,', 'Chinese,', 'Fast', 'Food']",28.645593,77.119863,5,2,1
Social Street Cafe,1500,"Select Citywalk Mall, S-9, 2nd Floor, Saket District Centre, Sector 6, Pushp Vihar Saket Near District Court Saket South Delhi 110017",Mamagoto is a one-stop destination for all your cravings for a variety of cuisines that are served t...  Read more,"Dineout Pay, Casual Dining, Future Vouchers, Safe To Eat Out, Contactless Dining, Delhi Operational","['Rock Shrimp Tempura, Hot Basil Chicken Cups, Chiang Mai Train Station Noodles, Robata Grill']",09716073702,"['Asian,', 'Chinese,', 'Thai,', 'Japanese']",28.528391,77.218937,4.4,385,46
Giani,800,"40, Upper Ground Floor, North West Avenue, Club Road Punjabi Bagh Near Punjabi Bagh Club West Delhi 110026",Doner Grill is as different in its servings as its name sounds at the first place. The specialty res...  Read more,"Dineout Pay, QSR, Late Night Delivery, Curfew",No_Facilities,011-41377407,"['Turkish,', 'Fast', 'Food']",28.67064,77.13265,4.1,23,3
Dhansoo Cafe,1200,"Eros Hotel, Lobby Level, American Plaza Nehru Place Near Nehru Place Metro Station South Delhi 110019","Tea Lounge is a cafe located in Eros Hotel, Nehru Place, South Delhi and is for people who are big-t...  Read more","5 Star, Cafe, Luxury Dining","['Air Conditioned', 'Wifi', 'Valet Available', 'Parking', 'Differently Abled Friendly', 'Cards Accepted']",011-26223344,"['Coffee,', 'Tea,', 'Fast', 'Food']",28.550181,77.249237,3.9,9,2
The Yellow Chilli,4000,"Eros Hotel, American Plaza Nehru Place Near Nehru Place Metro Station South Delhi 110019","Lounge and bar has that vibe and magic that instantly captivates you and forces you to revisit the place, everytime you think of having a fun and eventful time. The specialty restaurant is located in Nehru Place and the nearest landmark is CMCORP, International Trade Tower. This is a place where you can be carefree, meet your friends, have fun time, and enjoy live music. The place hosts a well- stocked bar that has a variety of mocktails and spirits. The exquisite finger food menu of Lounge and Bar gives you a tasty surprise and lightens up your mood. It is a must-visit place for people who crave for a drink party, specially on weekends. Read less","5 Star, Nightlife, Bar, Curfew","['Air Conditioned', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Live Performance', 'Cards Accepted', 'Amex Accepted', 'Serves Wine', 'Full Bar Available', 'Candle Light Dinner']",011-41223344,"['Finger', 'Food']",28.55018,77.249238,3.9,17,8
